title,description,Floor,Use,Space Type,Rent/SF/yr,Suite Notes,Build Out,Condition,Occupancy,Listing Contact,Term,Suite,Type,Submarket,City,St,County,Company Description,Location Description,Co-Working,,Private Office,,Team Room,,Conference Room,,Entire Floor / Space
Regus,600 Third Ave,P 2,Office,Sublet,Withheld,The best space to work…,Full Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Grand Central,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>600 Third Avenue</u></p>
  <p>Regus&rsquo; 600 Third Avenue location is  situated between E 39th and E 40th Streets and is four  blocks from Grand Central Terminal. This office boasts a convenient Midtown East  location, the surrounding area is dotted with consulates, NGOs, and major  businesses. This modern and inviting workspace is on the 2nd floor  of the building and is comprised of private offices, team rooms, a kitchen,  lounges, coworking space, and meeting/conference rooms. </p>
  <p>Clients can choose between  windowed and interior offices, both are furnished with dark wooden desks and  black ergonomic chairs. Conference rooms are enclosed in glass, can seat up to  10 people, and are completely A/V capable.  The kitchen/pantry area is spacious and features white countertops, sleek  wooden cabinets, and bar-style seating. </p>
  <p>Many dining options are available  to you at our Regus office space in Manhattan. Shake Shack is in the building  and hip places like Docks, Zengo, and Momosan are within a block. The  buildings close proximity to Grand Central Terminal means commuters have easy  access to the Metro-North commuter railroad and subway lines 4, 5, 6, 7, and S.  Additionally, the building is close to the Queens  Midtown Tunnel. </p>
  <p><u>747 Third Avenue</u></p>",,,,,,,,,
Regus,747 Third Ave,P GRND,Office,Sublet,Withheld,Here to make sure you…,,,Vacant,John White (800) 474-3503 ,Negotiable,,Office,Grand Central,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p>Regus&rsquo;s 747 Third Ave location is situated  between E 47th and E 46th Streets and is just a short  walk to Grand Central Terminal. Becoming a Regus member means joining a community of  like-minded professionals you can build relationships with, and the central  location keeps you close to your client base. This  modern and inviting workspace is on the 1st and 2nd  floors comprised of private offices, team rooms, a kitchen, lounges, coworking  space, and meeting/conference rooms.</p>
  <p>This modern, sophisticated  business center is a place where you can do your best work in a vibrant  professional environment. On the ground level, the spacious business lounge is  a convenient place to work on the go. It&rsquo;s an open coworking area with desks  and plush seating where you can easily network or collaborate with other  members. Clients can choose between windowed and interior offices, both are  furnished with dark wooden desks and black ergonomic chairs. Conference rooms  are enclosed in glass, can seat up to 8 people, and are completely A/V capable. The kitchen/pantry area is spacious and  features white countertops, sleek wooden cabinets, and plenty of seating. </p>
  <p>There are many restaurants and cafes within a  short walk from the office including The Sea Fire Grille, Aretsky&rsquo;s Patroon,  Sparks Steak House, Birdbath Bakery, and many more. Additionally, there are  many hotels in the immediate surrounding area of the building. Grand Central  Station is a short walk from the office, so commuters have easy access to  Metro-North and subway lines 4, 5, 6, 7, S. </p>",,,,,,,,,
Regus,750 Third Ave,P 9,Office,Sublet,Withheld,Regus provides: -Fully…,Full Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Grand Central,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>750 Third Avenue</u></p>
  <p>Regus&rsquo;s 750 Third Ave location is  situated in between E 47th and E 46th Streets and is just  a few blocks Grand Central Terminal. The office is an innovative tech-powered  space with a timeless design. This stylish and inviting workspace is located on  the 9th floor and is comprised of private offices, team rooms, a  kitchen, lounges, coworking space, and meeting/conference rooms.</p>
  <p>The glass fa&ccedil;ade  of this building means there are plenty of  great views to be had of the surrounding cityscape from within the office. Clients  can choose between windowed and interior offices, both are furnished with dark  wooden desks and black ergonomic chairs. Conference rooms are enclosed in  glass, can seat up to 8 people, and are completely A/V capable. The  kitchen/pantry area is light and airy and features sleek grey cabinets, stainless  steel appliances, and plenty of seating. </p>
  <p>There are many restaurants and cafes within a  short walk from the office including The Sea Fire Grille, Aretsky&rsquo;s Patroon,  Sparks Steak House, Birdbath Bakery, and many more. Additionally, there are  many hotels in the immediate surrounding area of the building. Grand Central  Station is a short walk from the office, so commuters have easy access to  Metro-North and subway lines 4, 5, 6, 7, S. </p>",,,,,,,,,
Regus,845 Third Ave,P 6,Office,Sublet,Withheld,Regus provides: -Fully…,Partial Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Plaza District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>845 Third Avenue</u></p>
  <p>Regus&rsquo; 845 Third Ave location is situated  between E 51st and E 52nd Streets and is in Midtown East.  The relaxed atmosphere allows members to effectively grow their business. This warm  and inviting workspace is located on the 6th floor and is comprised  of private offices, team rooms, a kitchen, lounges, coworking space, and  meeting/conference rooms.</p>
  <p>The glass fa&ccedil;ade  of this building means there are plenty of  great views to be had of the surrounding cityscape from within the office.  Clients can choose between windowed and interior offices, both are furnished  with dark wooden desks and black ergonomic chairs. Conference rooms are  enclosed in glass, can seat up to 12 people, and are completely A/V capable.  The kitchen/pantry area features stainless steel appliances and plenty of  seating. </p>
  <p>There are many restaurants and cafes within a short walk  from the office including The Smith, Totto, The Stag&rsquo;s Head, Sofia Wine Bar  Caf&eacute;, and many more. Additionally, there are many hotels in the immediate  surrounding area of the building. The office is within a 2-minute walking  distance of 51st St (4 &amp; 6) and Lexington Av &ndash; 53rd  St (E &amp; M).</p>",,,,,,,,,
Regus,200 Vesey St,P 24,Office,Sublet,Withheld,Get premiere furnished…,Full Build-Out,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,World Trade Center,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p>200 Vesey Street</p>
  <p>Regus&rsquo;s  200 Vesey Street offers clients premiere furnished workspace within the World  Financial Center in New York&rsquo;s Financial District. The business center occupies  the entire 24th floor with stunning views. To the west, you have unobstructed  views of the Hudson River and the Statue of Liberty; to the east, you see lower  Manhattan and Battery City Park. </p>
  <p>In addition to stunning views, this office space offers a  modern and luxurious interior. The office  feels lofty and airy with light colored furnishings and tall ceilings. Many  offices feature large windows and are finished with white desks and black  ergonomic chairs. This business center also offers large coworking spaces that  are designed to foster networking opportunities. Conference rooms are enclosed  in glass, can seat up to 10 people, and are completely A/V capable. The  kitchen/pantry area features bar-style seating, all-white countertops, and  stainless steel appliances. Clients can be assured that this office space is  highly secured with federal background checks on tenants  and security scans at the entrance. Additionally, there is a beautiful 8-acre  park across the street from the World Financial Center.<strong> </strong></p>
  <p>On the  World Financial Center&rsquo;s mezzanine level, you&rsquo;ll find Brookfield Place mall, a  mecca of high-end shopping and dining. The beautifully designed new World Trade  Center Transportation Hub connects to the World Financial Center via an  underground walkway, giving you quick access to 11 subway lines and several  PATH trains. The World Financial Center Ferry Terminal is located just behind  the complex.</p>",,,,,,,,,
Regus,77 Water St,P 7,Office,Sublet,Withheld,Regus provides: -Fully…,,,30 Days,Eric Fletcher (800) 467-5120 ,Negotiable,,Office,Financial District,New York,NY,Manhattan,"<p><strong>Regus</strong></p>
  <p>Regus is the worlds largest provider of workspace with high caliber customers such as successful
entrepreneurs to multi-million dollar corporations. Regus founded in Brussels, Belgium in 1989
has over 2,600 locations in 106 countries and comprises 43 million square feet. As the worlds
largest provider of workspace, Regus offers their tenants high-quality, fully serviced spaces for
people to work. Companies like Google, Toshiba, and GlaxoSmithKline choose Regus so they
can work flexibly and make their business more successful as they grow around the world.<br>
<br>

Regus offers window offices with a view; an interior office, minus the view, the lowest cost
office space. An office suite; an office and a meeting room combined. Co-working desk spaces in
a shared office environment. Regus also provides community meeting rooms, boardrooms,
training rooms, and conference rooms. Each location comes with a communal kitchen with tea &
coffee making facilities. Regus offers weekly & monthly community events which are great for
networking. Regus also offers a BusinessWorld Membership, pre-paid access to any Regus
Business Center. Work wherever you need to with BusinessWorld, with access to over 3,000
locations around the world.<br>
<br>

All of their facilities feature professional on-site management and executive concierge services
available to support your business. They have short-term and long-term contracts that are flexible
and straightforward. Their offices can be rented by the day, month or year. The team at Regus
provides superior service so you can achieve your goals.</p>","<p><u>77 Water Street</u></p>
  <p>Regus&rsquo; 77 Water Street location is situated in the Financial  District and boasts East River views. This office feels modern and tailored thanks  carefully curated furnishings and a spacious layout. The workspace occupies the  8th floor of 77 Water Street and is comprised of private offices,  multi-person offices, meeting rooms, and team rooms. </p>
  <p>Clients can choose between  windowed and interior offices, both are furnished with dark wooden desks and  black ergonomic chairs. Conference rooms are enclosed in glass, can seat up to  10 people, and are completely A/V capable. The kitchen/pantry area features  stainless steel appliances, sleek white cabinets, vibrant red accents, and  plenty of seating. <br>
    FiDi is becoming an increasingly desirable place to both  live and work as a lot of office spaces have been recently converted to  apartment buildings. There are a plethora of hip bars and eateries within a short  walk from the office, including The Dead Rabbit, Bobby Van&rsquo;s, sweetgreen, and  Ulysses. Additionally, the historical and iconic Delmonico&rsquo;s is just right down  the street. There are three of subway stations within a 10-minute walk or less  from the office, including Broad St (J &amp; Z), Whitehall St (R &amp; W), and  Wall St (2 3 4 5). Also, the office is only a block from the Wall Street-Pier 11 ferry station.</p>",,,,,,,,,
Rockefeller Group Business Centers,630 Fifth Ave,P 20,Office,Sublet,Withheld,Starting at $1500/month,Partial Build-Out,,30 Days,David Jakubowski (212) 918-4832 ,Negotiable,,Office,Plaza District,New York,NY,Manhattan,"<p><strong>Rockefeller Group</strong></p>
  <p>Rockefeller Group Business Center, founded in 1994 by Ric Sondik is a New York firm that
provides temporary or long-term workplaces. Rockefeller Group Business Center (RGBC)
operates their business through three locations across New York City, which includes 48 Wall
Street, 45 Rockefeller Plaza, and 630 Fifth Avenue. Rockefeller Group Business Center focuses
their market towards entrepreneurs, lawyers and financiers. Rockefeller Group Business Center
offer fully furnished executive suites, team rooms, meeting rooms, and virtual office plans all for
a flexible price that is cost efficient.</p>","<p>Rockefeller Group Business Center at 630 5th Avenue is located in the heart of Midtown
Manhattan’s Rockefeller Plaza. For those that need the convenience of a serviced office space,
Rockefeller Group Business Centers will provide you with a complete turnkey solution with
competitive rates and flexible terms. This center offers private office spaces, executive office
suites, co-working/shared office spaces, and virtual office spaces. This center consists of a total
of 75 fully-furnished offices of different shapes and sizes. It also includes a receptionist,
conference rooms, boardrooms, team meeting rooms, and a cafe/break room.<br>
<br>

As you step out of this giant and luxurious gold colored elevators, you will be greeted with the
daily Good Morning from the warming receptionist who will kindly greet clients to your
personal office. To the right of the reception desk, there is a break room/large pantry where
freshly-brewed Starbucks coffee and breakfast is served every weekday morning, and is available
to all tenants. The floor has four large team rooms/conference that are located throughout the
20th floor. They also have 52 windowed offices that consist of all private offices, executive
offices and share offices space. For those who are looking for more privacy, they have 23 interior
offices that are isolated and quiet. These offices are perfect for support staff members. These
spaces are fully furnished with dark flooring and oversized windows that give the tenant a view
of Central Park and Times Square.<br>
<br>

This space ideally suites commercial businesses, startups, entrepreneurs, and freelancers seeking
a Midtown office near Rockefeller Center, and Times Square and/or easy commute for West &
East Side residence. All of their spaces are available for rent, lease, and sublease.
The most recognized commercial property in the world, Rockefeller Center is an Art Deco icon
located in the heart of Midtown Manhattan. Occupying over 7 million square feet and six square
blocks between Fifth and Sixth Avenues, and 48th to 51st Streets, the property offers superior
management by tenant owners, Tishman Speyer.<br>
<br>

Easily accessible to the city’s three major transportation hubs at Penn Station, Grand Central
Terminal and the Port Authority, Rockefeller Center also sits directly atop one of the city’s
busiest subway stations.</p>
  <p>Transportation Options<br>
    &bull; Grand Central Terminal north entrance access to the Metropolitan Transportation Authority (MTA) Metro-North Railroad serving New York City (including Manhattan &amp; the Bronx), New York State (including Westchester, Putnam, Dutchess, Rockland &amp; Orange Counties) and the State of Connecticut (including Fairfield &amp; New Haven)<br>
    &bull; MTA New York City subway lines B, D, F, M, 1, N, Q, R<br>
    &bull; MTA Bus stops for M1, M2, M3, M4, M5, M7 and M50<br>
  &bull; Easy Penn Station access using the frequent F train from Herald Square&rsquo;s 34th Street station </p>",,,,,,,,,
Select Office Suites,90 Broad St,P 2,Office,Sublet,Withheld,Select Office Suites off…,,,Vacant,Dominick Olivo (212) 710-2600 ,Negotiable,,Office,Financial District,New York,NY,Manhattan,"<p><strong>Select Office Suites </strong></p>
  <p>Founded in 1996, Select Office Suites strives to provide their clients with a more exciting
workspace. The Select Office Suites team takes pride in their ability to accommodate clients with
a variety of rental needs. Clients can rent office space by the hour, by the year, or anything in
between. Managing nearly 500 office suites, SOS is flexible and readily able to meet expansion
needs. Select Office Suites’ coworking spaces are fully furnished and luxurious, ideal for clients
who are seeking a beautiful, dynamic workspace but are unsure of how quickly their business
will expand or do not want to sign a Long-term Lease.<br>

<br>
Select Office Suites offers turn-key office spaces, virtual offices, and meeting room solutions in
following locations:<br>

&bull; 1115 Broadway Flatiron
<br>
&bull; 116 W 23 rd St Chelsea
<br>
&bull; 90 Broad St Financial District</p>","<p><u>90 Broad Street</u></p>
  <p>Select Office Suites at 90 Broad Street is located in the heart of the Financial District and is just
    a short walk from the New York Stock Exchange. This office feels modern and tailored thanks
    carefully curated furnishings and a spacious layout. The workspace occupies the 2 nd and 3 rd floor
    of 90 Broad Street and is comprised of multiple business lounges, a kitchen and pantry,
    conference/meeting rooms, a reception area, and a variety of offices.<br>
  <br>
    FiDi is becoming an increasingly desirable place to both live and work as a lot of office spaces
    have been recently converted and are now being sold as apartments. The office is just steps away
    from mainstays like Starbucks, Pret A Manger, and Chipotle. Additionally, there is a plethora of
    hip bars and eateries that line Pearl St, Stone St and South William St, all within a 2-minute walk
    from the office. The historical and iconic Delmonico’s is also just right down the street. There
    are a number of subway stations within a 10-minute walk from the office, including Bowling
    Green (4 & 5), Broad St (J & Z), Whitehall St (R & W), and Wall St (2 3 4 5).<br>
  <br>
    The location is a fully-serviced office space with contemporary furnishings. This space offers
    cost-effective private offices, office suites, and open workspaces. The casual yet elegant
    environment features bright hardwood flooring, beautiful marble and granite countertops in the
    lobby and in the kitchen area, classic wainscoting scattered throughout, a variety of unique
    lighting fixtures, and tasteful décor. The space contains several comfortable yet chic lounges and
    seating areas featuring multiple wall-mounted flat screen televisions. The kitchen area is sleek 
 and modern with black cabinets, stainless-steel appliances, and plenty of seating. The abundance
of windows allows for the flow of natural light throughout the property, giving the space an airy
and serene feel. Large, burnt orange leather couches and suede, dark teal chairs provide a pop of
color to the area and create a stunning visual balance. The various office spaces are equipped
with deep brown desks and comfortable black office chairs to contrast the tall lightly colored
walls.</p>
  <p>Select Office Suites offers phone answering, mail handling, and concierge services. The space
    has a full-service copy center, high-speed and redundant fiber internet, WiFi, private and secure
    VLAN networks, and VOIP phones. Complimentary fresh brewed coffee provided by Proof
    Coffee Roasters, fruit-infused water, and seltzer on tap is available in the office. Additionally,
    the wine bar is stocked by Hudson Valley’s Copake Wine Works. SOS offers clients their very
    own receptionist, an IT department, maintenance, housekeeping, and a management team. SOS
    is constantly holding on-site social events such as yoga, wine tasting and spa days in order to
    encourage networking and business development. Clients enjoy an attended building lobby and
    24/7 access to the office space and 24/7 heat and AC. Select Office Suites is always seeking to
    accommodate clients any way they can, whether it be technological needs, expansion, or unique
    rental solutions.<br>
    <br>
    Features <br>
    &bull; Private Offices <br>
    &bull; Office Suites <br>
    &bull; Kitchen and pantry <br>
    &bull; Televisions <br>
    &bull; Copy center <br>
    &bull; WiFi <br>
    &bull; Private and secure VLAN networks<br>
    &bull; VOIP phones <br>
    &bull; Complimentary fresh brewed coffee from Proof Coffee Roasters <br>
    &bull; On-site social events <br>
    &bull; 24/7 access <br>
    &bull; 24/7 heat and AC <br>
    &bull; Receptionist <br>
    &bull; IT department <br>
    &bull; Housekeeping <br>
  &bull; Maintenance</p>",,,,,,,,,
Select Office Suites,1115 Broadway,E 10,Office,Sublet,Withheld,Select Office Suites off…,,,Vacant,Dominick Olivo (212) 710-2600 ,Negotiable,,Office,Chelsea,New York,NY,Manhattan,"<p><strong>Select Office Suites </strong></p>
  <p>Founded in 1996, Select Office Suites strives to provide their clients with a more exciting
workspace. The Select Office Suites team takes pride in their ability to accommodate clients with
a variety of rental needs. Clients can rent office space by the hour, by the year, or anything in
between. Managing nearly 500 office suites, SOS is flexible and readily able to meet expansion
needs. Select Office Suites’ coworking spaces are fully furnished and luxurious, ideal for clients
who are seeking a beautiful, dynamic workspace but are unsure of how quickly their business
will expand or do not want to sign a Long-term Lease.<br>

<br>
Select Office Suites offers turn-key office spaces, virtual offices, and meeting room solutions in
following locations:<br>

&bull; 1115 Broadway Flatiron
<br>
&bull; 116 W 23 rd St Chelsea
<br>
&bull; 90 Broad St Financial District</p>","<p><u>1115 Broadway</u></p>
  <p>Select Office Suites’ 1115 Broadway location at 25 th Street is situated in the epicenter of the
    Flatiron district and is just across the street from the beautiful Madison Square Park and General
    Worth Square. French doors, arched windows, and crown molding give a timeless look to this
    Class A office space. Select Office Suites occupies the 10 th , 11 th , and 12 th floors of the building
    and the sprawling space has 3 lobbies, 3 kitchens, multiple lounges, and dozens of offices of
    varying kinds.
    The landmark Flatiron building is just steps away. There are a plethora of trendy restaurants,
    cafes, and bars within a short walking distance of the office. </p>
  <p>There are two subway station
    conveniently located by the office, E 23 rd St (R & W) and 23 rd St (6 F M), both are within a
    2-minute walk from the office.
    The location is a fully-serviced office space with contemporary furnishings. This space offers
    cost-effective private offices, office suites, team rooms, and open workspaces. The property
    features light hardwood flooring with some rustic tiling scattered throughout. Large windows let
    plenty of natural light into the area, giving the space an airy feel. Each kitchen has stainless steel
    appliances with plenty of seating. One kitchen features a large skylight, drenching the area in
    sun. Offices are furnished with either white or dark grey desks and comfortable black office
    chairs. </p>
  <p>The space contains several lounges and seating areas, adorned with eclectic furniture and
    multiple wall-mounted flat screen televisions. The combination of taupe walls, warm-toned
    hardwood flooring, and soft light create an inviting yet luxurious environment.
    Select Office Suites offers phone answering, mail handling, and concierge services. The space
    has a full-service copy center with two copiers, high-speed and redundant fiber internet, WiFi,
    private and secure VLAN networks, and VOIP phones. Complimentary fresh brewed coffee
    provided by Proof Coffee Roasters, fruit-infused water, and seltzer on tap is available in the
    office. Additionally, the wine bar is stocked by Hudson Valley’s Copake Wine Works. SOS
    offers clients their very own receptionist, an IT department, maintenance, housekeeping, and a
    management team. SOS is constantly holding on-site social events such as yoga, wine tasting and
    spa days in order to encourage networking and business development. Clients enjoy an attended
    building lobby and 24/7 access to the office space and 24/7 heat and AC. Select Office Suites is
    always seeking to accommodate clients any way they can, whether it be technological needs,
  expansion, or unique rental solutions. </p>
  <p> Features<br>
    &bull; Private Offices<br>
    &bull; Office Suites<br>
    &bull; Team rooms<br>
    &bull; 3 Kitchens<br>
    &bull; Televisions<br>
    &bull; Copy center<br>
    &bull; WiFi<br>
    &bull; Private and secure VLAN networks<br>
    &bull; VOIP phones<br>
    &bull; Complimentary fresh brewed coffee from Proof Coffee Roasters<br>
    &bull; On-site social events<br>
    &bull; 24/7 access<br>
    &bull; 24/7 heat and AC<br>
    &bull; Receptionist<br>
    &bull; IT department<br>
    &bull; Housekeeping<br>
  &bull; Maintenance </p>",,,,,,,,,
Select Office Suites,695-709 Avenue Of The…,P 5,Office,Sublet,Withheld,Select Office Suites off…,Full Build-Out,,Arranged,Dominick Olivo (212) 710-2600 ,Negotiable,,Office,Chelsea,New York,NY,Manhattan,"<p><strong>Select Office Suites </strong></p>
  <p>Founded in 1996, Select Office Suites strives to provide their clients with a more exciting
workspace. The Select Office Suites team takes pride in their ability to accommodate clients with
a variety of rental needs. Clients can rent office space by the hour, by the year, or anything in
between. Managing nearly 500 office suites, SOS is flexible and readily able to meet expansion
needs. Select Office Suites’ coworking spaces are fully furnished and luxurious, ideal for clients
who are seeking a beautiful, dynamic workspace but are unsure of how quickly their business
will expand or do not want to sign a Long-term Lease.<br>

<br>
Select Office Suites offers turn-key office spaces, virtual offices, and meeting room solutions in
following locations:<br>

&bull; 1115 Broadway Flatiron
<br>
&bull; 116 W 23 rd St Chelsea
<br>
&bull; 90 Broad St Financial District</p>",,,,,,,,,,
Serendipity Labs,28 Liberty St,P 6,Office,Sublet,Withheld,Dedicated Desks with…,Full Build-Out,Excellent,Vacant,Brianna Ferrara (212) 523-0310 ,Negotiable,NYC FiDi,Office,Financial District,New York,NY,Manhattan,"<p><strong>Serendipity Labs</strong></p>
  <p>Serendipity Labs was founded with a singular vision: to build a network of inviting, inspirational
    members-only workplaces, combining state-of-the-art workplace design, technology, and
    security with the highest service level standards to deliver a consistent and peerless workplace
    experience through company-owned, franchised, and managed Labs in urban and suburban
    locations. Serendipity Labs’ NYC location is in the Financial District provides clients with an
    upscale, hospitality-based workplace experience that can serve as an extension for businesses
    and a home base for established, independent professionals. Membership options are flexible and
    allow clients to choose how and where they grow their business.</p>","<p><u>28 Liberty Street</u><br>
<br>

Serendipity Labs at 28 Liberty Street is located in the heart of the Financial District and is just
around the corner from the New York Stock Exchange. The office feels bright and modern with
plenty of windows and inventive floor plans. Serendipity Labs offers private offices, team rooms,
meeting rooms, and open working spaces.<br>
<br>

The Financial District is becoming an increasingly desirable place to both live and work as a lot
of office spaces have been recently converted to apartment buildings. There are plenty of cafes,
restaurants, and bars in this lively area including, The Capital Grille, Blue Spoon Coffee
Company, Cedar Local, The Malt House, and many more. Additionally, there are several hotels
in the surrounding area of the office. There are a number of subway stations within a 10-minute
walk or less from the office, including Fulton St (J & Z), Rector St (R & W) Broad St (J & Z),
and Wall St (2 3 4 5).<br>
<br>

The office features a sprawling lounge area with a sleek stainless-steel kitchen and an abundance
of seating surrounded by wall-to-wall windows. There are several other common spaces in the
office that are finished with stylish furnishings. Offices come with adjustable desks, black
ergonomic chairs, and personal storage space. Tenants can opt for a dedicated desk in a shared
working space, a dedicated office enclosed in frosted glass, or a team room for groups of 3-10.
Serendipity Labs offers guest reception/concierge services, secure high-speed internet, secure
printing, complimentary coffee, access to meeting rooms and networking events. Additionally,
clients enjoy 24 Hour/7 Day a Week access and keyed entry to the office.</p>
  <p>Features
    <br>
    &bull; Private offices
    <br>
    &bull; Coworking space
    <br>
    &bull; Team rooms
    <br>
    &bull; Dedicated desks
    <br>
    &bull; Kitchen
    <br>
    &bull; Lounges
    <br>
    &bull; Meeting rooms<br>
  &bull; High-speed internet<br>
  &bull; Printing services<br>
  &bull; Reception<br>
  &bull; Concierge<br>
  &bull; Complimentary coffee<br>
  &bull; Phone services</p>",,,,,,,,,
